cust_id,applicant_age,loan_id,amt_req,rent_own,mthly_rent_amt,bank_acct_dd,loan_dur,pmt_ach,nm_pmt,pmt_amt,amt_aprv,dur_aprv,pmt_amt_aprv,county,primary_city,state,domain,bank_nm,email_dur,res_dur,bank_acct_dur,pmt_freq,home_phone_type,has_other_phone,how_use_money,mthly_income_amt,raw_l2c_score,raw_FICO_telecom,raw_FICO_retail,raw_FICO_bank_card,raw_FICO_money,flgGood,req_inc_ratio,rent_ratio,pmt_ratio,pmt_amt_apv_match,amt_apv_match,name
71953aec67,39,1,500,1,1100,1,6,1,13,77.39,500,6,77.39,Minnehaha County,Sioux Falls,SD,hotmail.com,Unknown,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,1,Bills,2987,501,545,563,654,611,0,16.73920321,36.82624707,0.025908939,1,1,yq
cf95657c97,39,1,500,1,595,1,6,1,6,171.75,500,6,171.75,Minnehaha County,Sioux Falls,SD,aol.com,SIOUX FALLS FEDERAL CREDIT UNION,1 year or more,7-12 months,7-12 months,Monthly,Mobile,0,Bills (Home / Utilities),1800,354,537,536,653,576,0,27.77777778,33.05555556,0.095416667,1,1,xuxiaodong
40c72d5c02,48,1,500,0,382,0,5,1,10,92.17,500,5,92.17,Minnehaha County,Sioux Falls,SD,bing.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Gifts / Leisure,5600,492,583,634,671,627,1,8.928571429,6.821428571,0.016458929,1,1,xuxiaodong
283581be8e,39,1,500,1,750,1,5,1,10,92.17,500,5,92.17,Minnehaha County,Sioux Falls,SD,aol.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Work,1,Pay off loans / overdrawn acct,4400,589,582,625,645,612,0,11.36363636,17.04545455,0.020947727,1,1,yq
7d2cb6a64c,46,1,500,0,1200,1,5,1,10,94.7,500,5,94.7,Minnehaha County,Sioux Falls,SD,aol.com,Unknown,1 year or more,3+ years,1-2 years,Semi-monthly,Mobile,1,Bills,1880,596,580,569,680,613,0,26.59574468,63.82978723,0.05037234,1,1,yq
a03771ac8f,49,1,400,0,500,1,4,1,8,86.79,400,4,86.79,Minnehaha County,Sioux Falls,SD,yahoo.com,Unknown,4-12 months,3+ years,6 months or less,Bi-weekly,Mobile,1,Bills (General),1640,677,555,583,668,594,0,24.390243899999998,30.48780488,0.052920732000000005,1,1,dd
81812d1b65,47,1,500,0,705,1,5,1,10,92.17,500,5,92.17,Minnehaha County,Sioux Falls,SD,bing.com,Unknown,4-12 months,3+ years,1-2 years,Bi-weekly,Mobile,1,Other,2200,423,585,623,636,614,0,22.72727273,32.04545455,0.041895455,1,1,jack ma
830edcce28,50,1,500,1,350,1,6,1,13,77.39,500,6,77.39,Minnehaha County,Sioux Falls,SD,bing.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Pay off loans / overdrawn acct,2200,431,629,658,705,642,1,22.72727273,15.90909091,0.035177272999999995,1,1,jack ma
9e82e27323,44,1,500,0,700,1,6,1,6,171.75,500,6,171.75,Minnehaha County,Sioux Falls,SD,hotmail.com,Unknown,1 year or more,3+ years,7-12 months,Monthly,Mobile,0,Bills,5500,423,566,572,657,607,0,9.090909091,12.72727273,0.031227273,1,1,jack ma
c28857a6b2,41,1,500,0,1300,1,5,1,10,92.17,500,5,92.17,Lincoln County,Sioux Falls,SD,gmail.com,Unknown,1 year or more,3+ years,1-2 years,Bi-weekly,Mobile,1,Bills (Auto),2400,762,565,614,645,607,0,20.83333333,54.16666667,0.038404167,1,1,qq
05501291d3,73,1,500,1,0,1,6,1,6,171.75,500,6,171.75,Codington County,Watertown,SD,gmail.com,Unknown,1 year or more,1-2 years,3+ years,Monthly,Home,0,Bills (Auto),1887,748,536,543,624,567,0,26.49708532,0.0,0.09101748800000001,1,1,yuqing
0ed287a5a0,48,1,500,1,325,1,6,1,13,77.39,500,6,77.39,Codington County,Watertown,SD,hotmail.com,Unknown,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,1,Bills (General),5400,713,564,568,636,579,1,9.259259259,6.018518519,0.014331481,1,1,yq
a7e1fb3b3b,39,1,500,0,627,1,5,1,5,193.91,500,5,193.91,Codington County,Watertown,SD,gmail.com,Unknown,1 year or more,3+ years,3+ years,Monthly,Home,1,Other,3600,252,604,639,660,618,0,13.88888889,17.41666667,0.053863889000000005,1,1,jack ma
fbd6872845,47,1,800,0,605,1,8,1,17,105.88,800,8,105.88,Clark County,Clark,SD,bing.com,Unknown,4-12 months,3+ years,3+ years,Bi-weekly,Mobile,0,Bills (Medical),5200,638,670,737,797,641,1,15.38461538,11.63461538,0.020361538000000002,1,1,
d842e21d04,55,1,800,1,475,1,8,1,13,77.39,500,6,77.39,Deuel County,Gary,SD,aol.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Bills (General),2200,715,535,537,640,591,0,36.36363636,21.59090909,0.035177272999999995,1,0,jack ma
ee7e6942c9,36,1,400,1,300,0,4,1,8,86.79,400,4,86.79,Hamlin County,Lake Norden,SD,gmail.com,Unknown,1 year or more,7-12 months,6 months or less,Bi-weekly,Mobile,1,Bills (Auto),1080,521,615,664,725,609,0,37.03703704,27.77777778,0.080361111,1,1,xuxiaodong
c8f391ff67,35,1,300,1,250,1,3,1,3,170.81,300,3,170.81,Roberts County,Sisseton,SD,hotmail.com,Unknown,3 months or less,3+ years,6 months or less,Monthly,Home,0,Bills (General),850,539,590,684,746,614,1,35.29411765,29.41176471,0.20095294100000002,1,1,dd
db4fb8df4a,45,1,500,1,100,1,6,1,13,77.39,500,6,77.39,Roberts County,Sisseton,SD,bing.com,TCF NATIONAL BANK,1 year or more,3+ years,3+ years,Bi-weekly,Home,1,Car,3100,593,602,651,680,621,1,16.12903226,3.225806452,0.024964516000000003,1,1,yuqing
57de857d10,59,1,500,0,3018,1,4,1,8,110.97,500,4,110.97,Deuel County,Toronto,SD,hotmail.com,Unknown,1 year or more,3+ years,3+ years,Semi-monthly,Home,0,Other,9666,616,650,675,733,647,1,5.172770536,31.22284295,0.011480447,1,1,dd
376823ba2e,33,1,800,1,0,1,8,1,6,171.75,500,6,171.75,Day County,Webster,SD,yahoo.com,Unknown,1 year or more,7-12 months,7-12 months,Monthly,Mobile,1,Bills,1600,530,540,531,650,567,0,50.0,0.0,0.10734375,1,0,yq
5369897f85,29,1,500,1,580,1,5,1,10,94.7,500,5,94.7,Davison County,Mitchell,SD,bing.com,Unknown,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,1,Other,3200,719,507,542,632,574,0,15.625,18.125,0.02959375,1,1,xuxiaodong
d7d437e050,39,1,400,0,0,1,6,1,12,67.22,400,6,67.22,Davison County,Mitchell,SD,aol.com,Unknown,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,1,Car,1800,645,539,596,627,587,1,22.22222222,0.0,0.037344444,1,1,xxd
f9e6463c2c,37,1,500,0,0,1,6,1,13,77.39,500,6,77.39,Davison County,Mitchell,SD,bing.com,Unknown,1 year or more,1-2 years,6 months or less,Bi-weekly,Mobile,1,Other,3720,550,576,594,680,610,0,13.44086022,0.0,0.020803763,1,1,jack ma
6682454493,45,1,500,0,850,1,5,1,10,94.7,500,5,94.7,Hanson County,Alexandria,SD,aol.com,SERVICE FIRST FEDERAL CREDIT UNION,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,1,Bills (General),2800,771,599,657,689,617,1,17.85714286,30.35714286,0.033821429,1,1,dd
6d75122817,61,1,500,1,300,1,5,1,10,92.17,500,5,92.17,Brule County,Chamberlain,SD,hotmail.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Other,1765,538,571,589,612,605,1,28.328611900000002,16.99716714,0.052220962999999995,1,1,qq
e6069ecbbf,51,1,300,0,191,1,5,1,10,55.3,300,5,55.3,Buffalo County,Fort Thompson,SD,hotmail.com,Unknown,1 year or more,3+ years,1-2 years,Bi-weekly,Home,1,Bills,1920,183,602,660,699,625,0,15.625,9.947916667000001,0.028802083,1,1,xxd
7c868b28ca,40,1,500,1,450,1,5,1,10,92.17,500,5,92.17,Beadle County,Huron,SD,bing.com,Unknown,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,0,Bills (Auto),1000,529,518,543,652,583,0,50.0,45.0,0.09217,1,1,xxd
d8bcbe7f5b,47,1,500,1,375,1,6,1,13,77.39,500,6,77.39,Beadle County,Huron,SD,yahoo.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Rent,3600,602,549,576,669,609,0,13.88888889,10.41666667,0.021497222000000003,1,1,dd
4544b2a207,38,1,500,1,630,0,5,1,10,94.7,500,5,94.7,Brown County,Aberdeen,SD,hotmail.com,Unknown,1 year or more,1-2 years,3+ years,Semi-monthly,Home,1,Bills (Auto),2000,763,580,637,681,598,1,25.0,31.5,0.04735,1,1,xuxiaodong
a678f310f6,43,1,500,1,150,1,5,1,5,193.91,500,5,193.91,Brown County,Aberdeen,SD,gmail.com,Unknown,1 year or more,1-2 years,3+ years,Monthly,Mobile,1,Other,3350,528,534,556,647,597,1,14.92537313,4.47761194,0.057883582,1,1,xxd
4ad60935b0,45,1,300,0,1100,0,5,1,10,56.82,300,5,56.82,Brown County,Groton,SD,hotmail.com,Unknown,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,1,Bills (General),7600,765,601,641,671,627,0,3.947368421,14.47368421,0.007476315999999999,1,1,yq
17b4466f1d,38,1,500,1,1000,1,5,1,10,92.17,500,5,92.17,Pennington County,Rapid City,SD,aol.com,Unknown,1 year or more,3+ years,6 months or less,Bi-weekly,Home,1,Bills,3068,536,516,554,657,571,0,16.29726206,32.59452412,0.030042372999999997,1,1,xuxiaodong
35b4378d7a,23,1,500,1,350,1,5,1,10,92.17,500,5,92.17,Pennington County,Rapid City,SD,gmail.com,Unknown,1 year or more,1-2 years,3+ years,Bi-weekly,Mobile,0,Bills (General),600,734,585,628,703,584,1,83.33333333,58.33333333,0.15361666699999998,1,1,
4c59c27c0c,28,1,500,1,100,1,5,1,10,92.17,500,5,92.17,Pennington County,Rapid City,SD,bing.com,Unknown,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,0,Car,1223,538,569,624,642,596,1,40.88307441,8.176614881,0.075363859,1,1,xuxiaodong
95c6825df9,59,1,500,1,180,1,8,1,8,144.85,500,8,144.85,Pennington County,Rapid City,SD,aol.com,Unknown,1 year or more,3+ years,1-2 years,Monthly,Home,1,Bills (Auto),974,305,563,640,682,612,1,51.33470226,18.48049281,0.148716632,1,1,dd
964392c57a,54,1,500,1,164,0,5,1,5,193.91,500,5,193.91,Pennington County,Rapid City,SD,bing.com,Unknown,1 year or more,3+ years,6 months or less,Monthly,Home,0,Car,1152,434,544,558,680,594,0,43.40277778,14.23611111,0.16832465300000002,1,1,qq
ad71595c2e,57,1,700,1,480,1,5,1,10,94.7,500,5,94.7,Pennington County,Rapid City,SD,gmail.com,Unknown,1 year or more,1-2 years,1-2 years,Semi-monthly,Home,1,Other,3160,541,525,516,633,577,0,22.15189873,15.18987342,0.029968354,1,0,jack ma
b6ca73e6d4,55,1,500,0,645,1,5,1,10,92.17,500,5,92.17,Pennington County,Rapid City,SD,bing.com,Unknown,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,1,Bills (General),1266,586,578,628,675,619,0,39.49447077,50.9478673,0.072804107,1,1,yuqing
171c954c8c,55,1,500,1,367,0,6,1,13,77.39,500,6,77.39,Pennington County,Rapid City,SD,hotmail.com,Unknown,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,1,Other,1200,523,563,556,652,604,1,41.66666667,30.58333333,0.064491667,1,1,jack ma
386efbfec9,52,1,300,0,0,1,5,1,5,116.34,300,5,116.34,Pennington County,Rapid City,SD,gmail.com,Unknown,1 year or more,3+ years,3+ years,Monthly,Mobile,0,Bills (Auto),1438,290,610,648,693,627,1,20.86230876,0.0,0.080904033,1,1,xuxiaodong
2c323666f6,43,1,500,0,490,1,5,1,10,92.17,500,5,92.17,Pennington County,Box Elder,SD,bing.com,Unknown,1 year or more,3+ years,7-12 months,Bi-weekly,Home,1,Bills (Home / Utilities),1000,534,538,574,669,594,0,50.0,49.0,0.09217,1,1,jack ma
58ae70fa0d,22,1,500,1,700,1,5,1,10,92.17,500,5,92.17,Pennington County,Box Elder,SD,gmail.com,Unknown,1 year or more,1-2 years,1-2 years,Bi-weekly,Mobile,1,Bills (General),2336,523,636,649,715,600,0,21.40410959,29.96575342,0.039456336,1,1,yq
f38fb5a368,55,1,500,1,300,1,5,1,10,92.17,500,5,92.17,Pennington County,Box Elder,SD,gmail.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Bills (Auto),2576,231,594,642,681,623,1,19.40993789,11.64596273,0.03578028,1,1,xxd
198d721eea,32,1,300,1,575,1,3,1,6,81.6,300,3,81.6,Pennington County,Hill City,SD,hotmail.com,Unknown,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,1,Other,2200,719,647,687,705,600,1,13.63636364,26.13636364,0.037090909,1,1,qq
7fe2aad46b,41,1,300,1,310,1,5,1,5,116.34,300,5,116.34,Fall River County,Hot Springs,SD,aol.com,BLACK HILLS FEDERAL CREDIT UNION,1 year or more,3+ years,3+ years,Monthly,Home,1,Other,1244,513,538,556,680,597,0,24.11575563,24.91961415,0.09352089999999999,1,1,yuqing
b15ff0b371,57,1,500,1,320,1,5,1,5,193.91,500,5,193.91,Meade County,Sturgis,SD,bing.com,Unknown,1 year or more,3+ years,3+ years,Monthly,Mobile,0,Pay off loans / overdrawn acct,1099,577,638,711,741,632,1,45.49590537,29.11737944,0.17644222,1,1,qq
08a3e0ca08,42,1,800,1,425,1,5,1,10,92.17,500,5,82.58,Bannock County,Pocatello,ID,bing.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Other,5200,645,519,550,641,593,0,15.38461538,8.173076923,0.017725,0,0,yuqing
596602edc6,48,1,600,0,0,0,5,1,10,92.17,500,5,92.17,Bannock County,Pocatello,ID,hotmail.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Other,2200,765,526,566,661,606,1,27.27272727,0.0,0.041895455,1,0,dd
7a95677ac3,50,1,800,0,570,1,8,1,13,77.39,500,6,77.39,Bannock County,Pocatello,ID,bing.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,0,Other,2650,560,586,604,680,640,0,30.18867925,21.50943396,0.029203774,1,0,xxd
a4f207cd76,25,1,350,1,250,1,5,1,5,135.73,350,5,135.73,Bannock County,Pocatello,ID,bing.com,FARMERS INSURANCE GROUP FCU,3 months or less,6 months or less,3+ years,Monthly,Mobile,0,Other,670,645,503,544,629,550,0,52.23880597,37.31343284,0.20258209,1,1,
e9ac5a0afa,41,1,400,1,635,0,6,1,12,67.22,400,6,67.22,Bannock County,Pocatello,ID,hotmail.com,GLACIER BANK-CITIZENS COMMUNITY DIV,4-12 months,1-2 years,6 months or less,Semi-monthly,Mobile,0,Car,3279,438,565,621,651,612,1,12.19884111,19.36566026,0.020500152,1,1,qq
fd15ed8523,57,1,600,0,876,1,5,1,10,92.17,500,5,92.17,Bannock County,Pocatello,ID,aol.com,Unknown,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Other,4300,669,516,545,680,573,1,13.95348837,20.37209302,0.021434883999999998,1,0,yq
82dddc3f9c,28,1,800,1,170,0,6,1,12,84.03,500,6,84.03,Bannock County,Pocatello,ID,hotmail.com,Unknown,1 year or more,1-2 years,3+ years,Semi-monthly,Home,1,Other,2078,596,537,616,622,574,1,38.4985563,8.180943215,0.040437921,1,0,yuqing
8fb5c17407,49,1,600,0,0,0,5,1,10,110.61,600,5,110.61,Bannock County,Pocatello,ID,aol.com,WESTMARK CREDIT UNION,1 year or more,3+ years,3+ years,Bi-weekly,Home,1,Bills (Home / Utilities),1612,410,604,657,700,637,0,37.22084367,0.0,0.068616625,1,1,
25dbbdd167,40,1,700,1,475,1,5,1,5,193.91,500,5,193.91,Bannock County,Pocatello,ID,gmail.com,IDAHO CENTRAL CREDIT UNION,1 year or more,3+ years,6 months or less,Monthly,Mobile,1,Bills (General),3500,716,556,548,607,589,0,20.0,13.57142857,0.055402857,1,0,yuqing
89940ef6e9,27,1,800,1,625,1,8,1,6,171.75,500,6,171.75,Bannock County,Pocatello,ID,yahoo.com,GLACIER BANK-CITIZENS COMMUNITY DIV,1 year or more,7-12 months,1-2 years,Monthly,Mobile,0,Bills (General),2000,538,590,644,684,590,1,40.0,31.25,0.085875,1,0,
bfbe8605a7,62,1,500,0,386,1,5,1,5,193.91,500,5,171.47,Bannock County,Pocatello,ID,aol.com,Unknown,1 year or more,3+ years,6 months or less,Monthly,Mobile,1,Other,1000,613,516,545,658,592,1,50.0,38.6,0.19391,0,1,qq
ece2206b7b,50,1,300,0,0,1,6,1,13,46.43,300,6,46.43,Bannock County,Pocatello,ID,aol.com,Unknown,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,1,Medical,1324,642,528,517,654,595,1,22.65861027,0.0,0.035067976,1,1,dd
6765c9a8e7,40,1,500,1,0,1,5,1,5,193.91,500,5,193.91,Power County,American Falls,ID,hotmail.com,JPMORGAN CHASE BANK,1 year or more,1-2 years,6 months or less,Monthly,Mobile,1,Other,1058,541,546,627,656,596,1,47.25897921,0.0,0.183279773,1,1,yuqing
06d036fe7a,45,1,800,1,200,1,8,1,17,105.88,800,8,105.88,Bingham County,Blackfoot,ID,yahoo.com,ZIONS FIRST NATIONAL BANK,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Bills,3544,613,551,592,680,608,0,22.57336343,5.643340857999999,0.029875847,1,1,qq
3c3016cf3e,32,1,300,0,0,1,3,1,6,81.6,300,3,81.6,Bingham County,Blackfoot,ID,bing.com,Unknown,1 year or more,3+ years,7-12 months,Bi-weekly,Mobile,1,Car,1600,530,555,616,650,610,0,18.75,0.0,0.051,1,1,dd
8e089f45c3,51,1,400,0,250,1,5,1,10,73.74,400,5,73.74,Bingham County,Blackfoot,ID,gmail.com,US BANK,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,1,Bills (Auto),930,542,587,617,633,623,0,43.01075269,26.88172043,0.079290323,1,1,xuxiaodong
2a602e96e8,24,1,500,1,300,1,5,1,10,92.17,500,5,92.17,Bannock County,Downey,ID,aol.com,KEYBANK NATIONAL ASSOCIATION,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,1,Bills (Auto),1400,530,506,548,620,567,0,35.71428571,21.42857143,0.065835714,1,1,
81ab69a1e5,33,1,300,0,399,0,8,1,13,46.43,300,6,46.43,Bingham County,Firth,ID,yahoo.com,EAST IDAHO CREDIT UNION,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Other,920,765,501,513,640,557,1,32.60869565,43.36956522,0.05046739099999999,1,1,qq
24912c35f0,54,1,500,0,0,1,5,1,5,193.91,500,5,193.91,Franklin County,Franklin,ID,hotmail.com,LEWISTON STATE BANK,1 year or more,3+ years,3+ years,Monthly,Home,0,Other,1173,616,513,540,627,603,1,42.62574595,0.0,0.165311168,1,1,yuqing
7b96e853cc,51,1,800,0,980,1,5,1,10,147.47,800,5,147.47,Franklin County,Franklin,ID,bing.com,BANK OF UTAH,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,0,Medical,856,760,599,638,680,630,1,93.45794393,114.4859813,0.172278037,1,1,xuxiaodong
2c02e1da11,32,1,500,0,500,1,5,1,10,92.17,500,5,92.17,Caribou County,Grace,ID,bing.com,BANK SNB,1 year or more,3+ years,3+ years,Bi-weekly,Mobile,1,Bills (Auto),1800,661,511,585,582,577,0,27.77777778,27.77777778,0.051205556,1,1,yq
09c978cb8f,57,1,700,0,900,0,6,1,6,240.46,700,6,240.46,Bannock County,Inkom,ID,aol.com,Unknown,1 year or more,3+ years,3+ years,Monthly,Mobile,0,Bills (Medical),2340,541,615,642,683,629,1,29.91452991,38.46153846,0.102760684,1,1,dd
348442a0a3,80,1,400,0,479,1,5,1,5,155.12,400,5,155.12,Oneida County,Malad City,ID,hotmail.com,US BANK,1 year or more,3+ years,3+ years,Monthly,Home,0,Other,1879,768,544,584,680,609,1,21.28791911,25.49228313,0.08255455,1,1,yq
2c5c65b3fc,54,1,600,1,500,0,4,1,8,133.17,600,4,133.17,Twin Falls County,Twin Falls,ID,gmail.com,JPMORGAN CHASE BANK,1 year or more,6 months or less,3+ years,Semi-monthly,Mobile,1,Bills,2400,548,561,543,669,599,0,25.0,20.83333333,0.0554875,1,1,qq
64109698d0,42,1,500,1,400,1,5,1,10,92.17,500,5,92.17,Twin Falls County,Twin Falls,ID,aol.com,Unknown,1 year or more,6 months or less,6 months or less,Bi-weekly,Mobile,1,Rent / Mortgage,1200,501,576,605,638,593,1,41.66666667,33.33333333,0.07680833299999999,1,1,jack ma
6a05747a94,50,1,500,1,0,1,5,1,5,193.91,500,5,193.91,Twin Falls County,Twin Falls,ID,gmail.com,US BANK,1 year or more,3+ years,3+ years,Monthly,Mobile,1,Bills (Home / Utilities),4700,534,546,565,664,591,1,10.63829787,0.0,0.041257447,1,1,yq
e73f167de6,60,1,500,0,0,1,5,1,10,94.7,500,5,94.7,Twin Falls County,Twin Falls,ID,aol.com,ZIONS FIRST NATIONAL BANK,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,0,Gifts / Leisure,4000,460,573,633,678,602,1,12.5,0.0,0.023675,1,1,yuqing
ebe4a4fe61,46,1,800,1,350,1,5,1,10,92.17,500,5,92.17,Twin Falls County,Twin Falls,ID,gmail.com,Unknown,1 year or more,6 months or less,3+ years,Bi-weekly,Mobile,0,Bills,2148,763,521,558,670,592,0,37.24394786,16.29422719,0.042909683,1,0,yq
d42be20081,54,1,600,1,375,1,5,1,10,92.17,500,5,92.17,Cassia County,Burley,ID,aol.com,US BANK,1 year or more,3+ years,6 months or less,Bi-weekly,Mobile,1,Bills (General),960,583,525,567,680,604,1,62.5,39.0625,0.09601041699999999,1,0,qq
e1d353d5a7,59,1,700,0,300,1,3,1,3,398.56,700,3,398.56,Cassia County,Burley,ID,yahoo.com,Unknown,4-12 months,3+ years,3+ years,Monthly,Mobile,0,Bills (General),2356,735,593,653,687,639,1,29.71137521,12.73344652,0.16916808100000003,1,1,xxd
19ad6a3ba1,65,1,500,1,200,1,6,1,12,84.03,500,6,84.03,Jerome County,Eden,ID,yahoo.com,FIRST FEDERAL SAVINGS BANK-TWIN FALL,1 year or more,3+ years,3+ years,Semi-monthly,Home,0,Bills (General),4652,547,560,594,680,624,1,10.74806535,4.299226139,0.018063199,1,1,
464c4e6887,70,1,500,1,300,1,6,1,6,171.75,500,6,171.75,Jerome County,Eden,ID,hotmail.com,US BANK,1 year or more,3+ years,3+ years,Monthly,Mobile,0,Bills,2777,713,530,544,643,590,1,18.00504141,10.80302485,0.061847317,1,1,xxd
dc532a8443,53,1,500,0,1536,1,5,1,10,94.7,500,5,94.7,Blaine County,Hailey,ID,bing.com,Unknown,1 year or more,3+ years,3+ years,Semi-monthly,Mobile,1,Bills,4000,273,591,630,659,619,0,12.5,38.4,0.023675,1,1,qq
